traces,algorithm,cache_size,hit_rate,dataset,rank
log161_cameraVideo,dlirs,0.0005,0.32,NEXUS,3.0
log161_cameraVideo,arc,0.0005,0.32,NEXUS,3.0
log161_cameraVideo,scanalecar,0.0005,0.3,NEXUS,4.0
log161_cameraVideo,lirs,0.0005,0.22,NEXUS,5.0
log161_cameraVideo,lfu,0.0005,0.11,NEXUS,6.0
log166_webBrowsing,lecar,0.0005,3.43,NEXUS,1.0
log166_webBrowsing,scanalecar,0.0005,3.15,NEXUS,2.0
log166_webBrowsing,arc,0.0005,3.13,NEXUS,3.0
log166_webBrowsing,lirs,0.0005,3.07,NEXUS,4.0
log166_webBrowsing,dlirs,0.0005,2.78,NEXUS,5.0
log166_webBrowsing,lru,0.0005,2.56,NEXUS,6.0
log166_webBrowsing,lfu,0.0005,0.42,NEXUS,7.0
log171_angrybird,arc,0.0005,3.03,NEXUS,1.0
log171_angrybird,lirs,0.0005,2.98,NEXUS,1.0
log171_angrybird,lecar,0.0005,2.52,NEXUS,3.0
log171_angrybird,scanalecar,0.0005,2.46,NEXUS,4.0
log171_angrybird,dlirs,0.0005,2.17,NEXUS,5.0
log171_angrybird,lru,0.0005,1.9,NEXUS,6.0
log171_angrybird,lfu,0.0005,0.35,NEXUS,7.0
log176_Booting,arc,0.0005,1.88,NEXUS,1.0
log176_Booting,dlirs,0.0005,1.87,NEXUS,1.0
log176_Booting,scanalecar,0.0005,1.86,NEXUS,1.0
log176_Booting,lirs,0.0005,1.81,NEXUS,1.0
log176_Booting,lecar,0.0005,1.63,NEXUS,5.0
log176_Booting,lru,0.0005,1.59,NEXUS,6.0
log176_Booting,lfu,0.0005,0.58,NEXUS,7.0
log181_Installing,arc,0.0005,3.98,NEXUS,1.0
log181_Installing,lirs,0.0005,3.89,NEXUS,1.0
log181_Installing,dlirs,0.0005,3.87,NEXUS,1.0
log181_Installing,scanalecar,0.0005,3.84,NEXUS,1.0
log181_Installing,lecar,0.0005,3.44,NEXUS,5.0
log181_Installing,lru,0.0005,3.27,NEXUS,6.0
log181_Installing,lfu,0.0005,1.16,NEXUS,7.0
log186_twitter,lirs,0.0005,29.62,NEXUS,1.0
log186_twitter,scanalecar,0.0005,28.76,NEXUS,1.0
log186_twitter,lecar,0.0005,28.58,NEXUS,1.0
log186_twitter,arc,0.0005,28.4,NEXUS,1.0
log186_twitter,dlirs,0.0005,27.05,NEXUS,5.0
log186_twitter,lru,0.0005,22.2,NEXUS,6.0
log186_twitter,lfu,0.0005,8.83,NEXUS,7.0
log191_facebook,lirs,0.0005,5.44,NEXUS,1.0
log191_facebook,arc,0.0005,5.25,NEXUS,1.0
log191_facebook,lecar,0.0005,5.2,NEXUS,1.0
log191_facebook,scanalecar,0.0005,4.98,NEXUS,4.0
log191_facebook,dlirs,0.0005,4.28,NEXUS,5.0
log191_facebook,lru,0.0005,3.69,NEXUS,6.0
log191_facebook,lfu,0.0005,3.03,NEXUS,7.0
log196_Amazon,lirs,0.0005,3.02,NEXUS,1.0
log196_Amazon,arc,0.0005,2.99,NEXUS,1.0
log196_Amazon,scanalecar,0.0005,2.8,NEXUS,3.0
log196_Amazon,lecar,0.0005,2.39,NEXUS,4.0
log196_Amazon,dlirs,0.0005,1.99,NEXUS,5.0
log196_Amazon,lru,0.0005,1.34,NEXUS,6.0
log196_Amazon,lfu,0.0005,0.24,NEXUS,7.0
log201_GoogleMap,arc,0.0005,12.18,NEXUS,1.0
log201_GoogleMap,lirs,0.0005,12.16,NEXUS,1.0
log201_GoogleMap,scanalecar,0.0005,11.5,NEXUS,3.0
log201_GoogleMap,lecar,0.0005,11.36,NEXUS,4.0
log201_GoogleMap,dlirs,0.0005,9.99,NEXUS,5.0
log201_GoogleMap,lru,0.0005,9.42,NEXUS,6.0
log201_GoogleMap,lfu,0.0005,3.41,NEXUS,7.0
log202_GoogleMap,lecar,0.0005,13.26,NEXUS,1.0
log202_GoogleMap,scanalecar,0.0005,12.94,NEXUS,1.0
log202_GoogleMap,lirs,0.0005,12.56,NEXUS,3.0
log202_GoogleMap,arc,0.0005,12.45,NEXUS,4.0
log202_GoogleMap,dlirs,0.0005,7.59,NEXUS,5.0
log202_GoogleMap,lru,0.0005,6.9,NEXUS,6.0
log202_GoogleMap,lfu,0.0005,4.82,NEXUS,7.0
log220_MusicWebBrowse,arc,0.0005,3.09,NEXUS,1.0
log220_MusicWebBrowse,lirs,0.0005,3.06,NEXUS,1.0
log220_MusicWebBrowse,lecar,0.0005,2.74,NEXUS,3.0
log220_MusicWebBrowse,scanalecar,0.0005,2.72,NEXUS,4.0
log220_MusicWebBrowse,dlirs,0.0005,2.51,NEXUS,5.0
log220_MusicWebBrowse,lru,0.0005,2.42,NEXUS,6.0
log220_MusicWebBrowse,lfu,0.0005,1.33,NEXUS,7.0
log225_MusicFaceBook,arc,0.0005,24.2,NEXUS,1.0
log225_MusicFaceBook,lirs,0.0005,24.16,NEXUS,1.0
log225_MusicFaceBook,scanalecar,0.0005,23.82,NEXUS,1.0
log225_MusicFaceBook,dlirs,0.0005,23.63,NEXUS,1.0
log225_MusicFaceBook,lecar,0.0005,22.63,NEXUS,5.0
log225_MusicFaceBook,lru,0.0005,21.91,NEXUS,6.0
log225_MusicFaceBook,lfu,0.0005,11.89,NEXUS,7.0
log225_MusicTwitter,lirs,0.0005,30.09,NEXUS,1.0
log225_MusicTwitter,arc,0.0005,30.02,NEXUS,1.0
log225_MusicTwitter,scanalecar,0.0005,29.73,NEXUS,1.0
log225_MusicTwitter,lecar,0.0005,29.56,NEXUS,1.0
log225_MusicTwitter,dlirs,0.0005,29.4,NEXUS,1.0
log225_MusicTwitter,lru,0.0005,28.0,NEXUS,6.0
log225_MusicTwitter,lfu,0.0005,6.83,NEXUS,7.0
log230_MusicMessage,lirs,0.0005,16.46,NEXUS,1.0
log230_MusicMessage,arc,0.0005,16.34,NEXUS,1.0
log230_MusicMessage,lecar,0.0005,15.38,NEXUS,3.0
log230_MusicMessage,scanalecar,0.0005,15.26,NEXUS,4.0
log230_MusicMessage,dlirs,0.0005,11.68,NEXUS,5.0
log230_MusicMessage,lru,0.0005,10.86,NEXUS,6.0
log230_MusicMessage,lfu,0.0005,6.94,NEXUS,7.0
log235_RadioFaceBook,lirs,0.0005,14.35,NEXUS,1.0
log235_RadioFaceBook,lecar,0.0005,13.54,NEXUS,2.0
log235_RadioFaceBook,scanalecar,0.0005,13.31,NEXUS,3.0
log235_RadioFaceBook,arc,0.0005,13.24,NEXUS,4.0
log235_RadioFaceBook,dlirs,0.0005,8.6,NEXUS,5.0
log235_RadioFaceBook,lru,0.0005,7.67,NEXUS,6.0
log235_RadioFaceBook,lfu,0.0005,6.79,NEXUS,7.0
log240_RadioMessage,arc,0.0005,21.04,NEXUS,1.0
log240_RadioMessage,lirs,0.0005,20.12,NEXUS,1.0
log240_RadioMessage,lecar,0.0005,18.22,NEXUS,3.0
log240_RadioMessage,scanalecar,0.0005,18.19,NEXUS,4.0
log240_RadioMessage,dlirs,0.0005,13.07,NEXUS,5.0
log240_RadioMessage,lru,0.0005,11.51,NEXUS,6.0
log240_RadioMessage,lfu,0.0005,8.78,NEXUS,7.0
log245_MusicFaceBook,arc,0.0005,24.2,NEXUS,1.0
log245_MusicFaceBook,lirs,0.0005,24.16,NEXUS,1.0
log245_MusicFaceBook,scanalecar,0.0005,23.82,NEXUS,1.0
log245_MusicFaceBook,dlirs,0.0005,23.63,NEXUS,1.0
log245_MusicFaceBook,lecar,0.0005,22.63,NEXUS,5.0
log245_MusicFaceBook,lru,0.0005,21.91,NEXUS,6.0
log245_MusicFaceBook,lfu,0.0005,11.89,NEXUS,7.0
log250_RadioWebBrowse,arc,0.0005,4.04,NEXUS,1.0
log250_RadioWebBrowse,lirs,0.0005,3.99,NEXUS,1.0
log250_RadioWebBrowse,lecar,0.0005,3.93,NEXUS,1.0
log250_RadioWebBrowse,scanalecar,0.0005,3.89,NEXUS,1.0
log250_RadioWebBrowse,dlirs,0.0005,3.67,NEXUS,5.0
log250_RadioWebBrowse,lru,0.0005,3.5,NEXUS,6.0
log250_RadioWebBrowse,lfu,0.0005,0.56,NEXUS,7.0
log260_FaceBookHandOuts,lirs,0.0005,28.31,NEXUS,1.0
log260_FaceBookHandOuts,arc,0.0005,27.82,NEXUS,1.0
log260_FaceBookHandOuts,lecar,0.0005,27.38,NEXUS,1.0
log260_FaceBookHandOuts,scanalecar,0.0005,27.3,NEXUS,1.0
log260_FaceBookHandOuts,dlirs,0.0005,24.34,NEXUS,5.0
log260_FaceBookHandOuts,lru,0.0005,23.78,NEXUS,6.0
log260_FaceBookHandOuts,lfu,0.0005,9.41,NEXUS,7.0
log106_Messaging,arc,0.001,24.91,NEXUS,1.0
log106_Messaging,lirs,0.001,23.71,NEXUS,1.0
log106_Messaging,lecar,0.001,23.43,NEXUS,3.0
log106_Messaging,scanalecar,0.001,22.12,NEXUS,4.0
log106_Messaging,dlirs,0.001,16.93,NEXUS,5.0
log106_Messaging,lru,0.001,15.46,NEXUS,6.0
log106_Messaging,lfu,0.001,13.86,NEXUS,7.0
log111_email,lirs,0.001,3.79,NEXUS,1.0
log111_email,lecar,0.001,3.33,NEXUS,2.0
log111_email,arc,0.001,3.17,NEXUS,3.0
log111_email,scanalecar,0.001,3.13,NEXUS,4.0
log111_email,dlirs,0.001,3.02,NEXUS,5.0
log111_email,lru,0.001,2.88,NEXUS,6.0
log111_email,lfu,0.001,2.45,NEXUS,7.0
log121_Movie,lru,0.001,0.08,NEXUS,1.0
log121_Movie,lecar,0.001,0.08,NEXUS,1.0
log121_Movie,arc,0.001,0.08,NEXUS,1.0
log121_Movie,lirs,0.001,0.04,NEXUS,2.0
log121_Movie,dlirs,0.001,0.04,NEXUS,2.0
log121_Movie,scanalecar,0.001,0.04,NEXUS,2.0
log121_Movie,lfu,0.001,0.02,NEXUS,3.0
log125_copyHtoD,lfu,0.001,4.16,NEXUS,1.0
log125_copyHtoD,scanalecar,0.001,3.79,NEXUS,2.0
log125_copyHtoD,arc,0.001,3.72,NEXUS,3.0
log125_copyHtoD,dlirs,0.001,3.53,NEXUS,4.0
log125_copyHtoD,lirs,0.001,3.5,NEXUS,5.0
log125_copyHtoD,lecar,0.001,2.56,NEXUS,6.0
log125_copyHtoD,lru,0.001,2.45,NEXUS,7.0
log126_copyDtoH,lru,0.001,0.03,NEXUS,1.0
log126_copyDtoH,lirs,0.001,0.03,NEXUS,1.0
log126_copyDtoH,lecar,0.001,0.03,NEXUS,1.0
log126_copyDtoH,dlirs,0.001,0.03,NEXUS,1.0
log126_copyDtoH,arc,0.001,0.03,NEXUS,1.0
log126_copyDtoH,scanalecar,0.001,0.03,NEXUS,1.0
log126_copyDtoH,lfu,0.001,0.01,NEXUS,2.0
log131_music,arc,0.001,2.98,NEXUS,1.0
log131_music,dlirs,0.001,2.91,NEXUS,1.0
log131_music,scanalecar,0.001,2.87,NEXUS,1.0
log131_music,lirs,0.001,2.86,NEXUS,1.0
log131_music,lecar,0.001,2.8,NEXUS,5.0
log131_music,lru,0.001,2.74,NEXUS,6.0
log131_music,lfu,0.001,1.11,NEXUS,7.0
log132_radio,arc,0.001,6.88,NEXUS,1.0
log132_radio,dlirs,0.001,6.71,NEXUS,1.0
log132_radio,lecar,0.001,6.62,NEXUS,1.0
log132_radio,scanalecar,0.001,6.48,NEXUS,4.0
log132_radio,lirs,0.001,5.71,NEXUS,5.0
log132_radio,lru,0.001,5.51,NEXUS,6.0
log132_radio,lfu,0.001,1.96,NEXUS,7.0
log136_idle,scanalecar,0.001,5.74,NEXUS,1.0
log136_idle,lirs,0.001,5.41,NEXUS,2.0
log136_idle,arc,0.001,5.35,NEXUS,3.0
log136_idle,lecar,0.001,5.22,NEXUS,4.0
log136_idle,dlirs,0.001,4.49,NEXUS,5.0
log136_idle,lru,0.001,4.38,NEXUS,6.0
log136_idle,lfu,0.001,1.07,NEXUS,7.0
log146_callIn,lecar,0.001,3.18,NEXUS,1.0
log146_callIn,arc,0.001,3.08,NEXUS,1.0
log146_callIn,scanalecar,0.001,3.01,NEXUS,3.0
log146_callIn,lirs,0.001,2.96,NEXUS,4.0
log146_callIn,dlirs,0.001,2.2,NEXUS,5.0
log146_callIn,lfu,0.001,1.79,NEXUS,6.0
log146_callIn,lru,0.001,1.67,NEXUS,7.0
log147_callout,scanalecar,0.001,3.68,NEXUS,1.0
log147_callout,arc,0.001,3.57,NEXUS,1.0
log147_callout,lirs,0.001,3.13,NEXUS,3.0
log147_callout,dlirs,0.001,2.81,NEXUS,4.0
log147_callout,lecar,0.001,2.78,NEXUS,5.0
log147_callout,lru,0.001,2.06,NEXUS,6.0
log147_callout,lfu,0.001,1.38,NEXUS,7.0
log152_YouTube,lirs,0.001,3.06,NEXUS,1.0
log152_YouTube,dlirs,0.001,2.7,NEXUS,2.0
log152_YouTube,scanalecar,0.001,2.66,NEXUS,3.0
log152_YouTube,arc,0.001,2.32,NEXUS,4.0
log152_YouTube,lecar,0.001,1.42,NEXUS,5.0
log152_YouTube,lru,0.001,0.85,NEXUS,6.0
log152_YouTube,lfu,0.001,0.5,NEXUS,7.0
log156_download,scanalecar,0.001,7.66,NEXUS,1.0
log156_download,dlirs,0.001,7.53,NEXUS,1.0
log156_download,arc,0.001,7.51,NEXUS,1.0
log156_download,lirs,0.001,7.19,NEXUS,4.0
log156_download,lru,0.001,7.05,NEXUS,5.0
log156_download,lecar,0.001,7.05,NEXUS,5.0
log156_download,lfu,0.001,2.32,NEXUS,6.0
log161_cameraVideo,lecar,0.001,0.43,NEXUS,1.0
log161_cameraVideo,lru,0.001,0.42,NEXUS,1.0
log161_cameraVideo,dlirs,0.001,0.35,NEXUS,3.0
log161_cameraVideo,arc,0.001,0.34,NEXUS,4.0
log161_cameraVideo,scanalecar,0.001,0.29,NEXUS,5.0
log161_cameraVideo,lirs,0.001,0.24,NEXUS,6.0
log161_cameraVideo,lfu,0.001,0.14,NEXUS,7.0
log166_webBrowsing,lecar,0.001,4.37,NEXUS,1.0
log166_webBrowsing,arc,0.001,3.87,NEXUS,2.0
log166_webBrowsing,dlirs,0.001,3.84,NEXUS,3.0
log166_webBrowsing,lru,0.001,3.81,NEXUS,4.0
log166_webBrowsing,scanalecar,0.001,3.79,NEXUS,5.0
log166_webBrowsing,lirs,0.001,3.68,NEXUS,6.0
log166_webBrowsing,lfu,0.001,0.69,NEXUS,7.0
log171_angrybird,arc,0.001,4.07,NEXUS,1.0
log171_angrybird,lirs,0.001,4.05,NEXUS,1.0
log171_angrybird,lecar,0.001,3.66,NEXUS,3.0
log171_angrybird,scanalecar,0.001,3.61,NEXUS,4.0
log171_angrybird,dlirs,0.001,3.34,NEXUS,5.0
log171_angrybird,lru,0.001,3.29,NEXUS,6.0
log171_angrybird,lfu,0.001,1.05,NEXUS,7.0
log176_Booting,dlirs,0.001,1.98,NEXUS,1.0
log176_Booting,arc,0.001,1.97,NEXUS,1.0
log176_Booting,scanalecar,0.001,1.95,NEXUS,1.0
log176_Booting,lirs,0.001,1.87,NEXUS,4.0
log176_Booting,lecar,0.001,1.74,NEXUS,5.0
log176_Booting,lru,0.001,1.72,NEXUS,6.0
log176_Booting,lfu,0.001,0.58,NEXUS,7.0
log181_Installing,arc,0.001,4.29,NEXUS,1.0
log181_Installing,lirs,0.001,4.2,NEXUS,1.0
log181_Installing,scanalecar,0.001,4.18,NEXUS,1.0
log181_Installing,dlirs,0.001,4.13,NEXUS,1.0
log181_Installing,lecar,0.001,3.86,NEXUS,5.0
log181_Installing,lru,0.001,3.56,NEXUS,6.0
log181_Installing,lfu,0.001,2.46,NEXUS,7.0
log186_twitter,arc,0.001,31.61,NEXUS,1.0
log186_twitter,lirs,0.001,31.6,NEXUS,1.0
log186_twitter,scanalecar,0.001,31.3,NEXUS,1.0
log186_twitter,dlirs,0.001,31.11,NEXUS,1.0
log186_twitter,lecar,0.001,30.6,NEXUS,1.0
log186_twitter,lru,0.001,28.51,NEXUS,6.0
log186_twitter,lfu,0.001,24.54,NEXUS,7.0
log191_facebook,arc,0.001,6.96,NEXUS,1.0
log191_facebook,lirs,0.001,6.78,NEXUS,1.0
log191_facebook,lecar,0.001,6.66,NEXUS,1.0
log191_facebook,scanalecar,0.001,6.38,NEXUS,4.0
log191_facebook,dlirs,0.001,6.1,NEXUS,5.0
log191_facebook,lru,0.001,5.95,NEXUS,6.0
log191_facebook,lfu,0.001,3.21,NEXUS,7.0
log196_Amazon,lirs,0.001,4.87,NEXUS,1.0
log196_Amazon,arc,0.001,4.77,NEXUS,1.0
log196_Amazon,scanalecar,0.001,4.36,NEXUS,3.0
log196_Amazon,lecar,0.001,3.72,NEXUS,4.0
log196_Amazon,dlirs,0.001,3.41,NEXUS,5.0
log196_Amazon,lru,0.001,3.08,NEXUS,6.0
log196_Amazon,lfu,0.001,1.53,NEXUS,7.0
log201_GoogleMap,arc,0.001,14.94,NEXUS,1.0
log201_GoogleMap,lirs,0.001,14.74,NEXUS,1.0
log201_GoogleMap,scanalecar,0.001,14.42,NEXUS,1.0
log201_GoogleMap,dlirs,0.001,14.07,NEXUS,4.0
log201_GoogleMap,lecar,0.001,13.78,NEXUS,5.0
log201_GoogleMap,lru,0.001,11.55,NEXUS,6.0
log201_GoogleMap,lfu,0.001,3.64,NEXUS,7.0
log202_GoogleMap,lirs,0.001,16.46,NEXUS,1.0
log202_GoogleMap,arc,0.001,16.41,NEXUS,1.0
log202_GoogleMap,scanalecar,0.001,16.32,NEXUS,1.0
log202_GoogleMap,lecar,0.001,16.13,NEXUS,1.0
log202_GoogleMap,dlirs,0.001,15.14,NEXUS,5.0
log202_GoogleMap,lru,0.001,14.05,NEXUS,6.0
log202_GoogleMap,lfu,0.001,5.09,NEXUS,7.0
log220_MusicWebBrowse,scanalecar,0.001,3.82,NEXUS,1.0
log220_MusicWebBrowse,arc,0.001,3.77,NEXUS,1.0
log220_MusicWebBrowse,lirs,0.001,3.71,NEXUS,1.0
log220_MusicWebBrowse,dlirs,0.001,3.34,NEXUS,4.0
log220_MusicWebBrowse,lecar,0.001,3.16,NEXUS,5.0
log220_MusicWebBrowse,lru,0.001,2.9,NEXUS,6.0
log220_MusicWebBrowse,lfu,0.001,1.72,NEXUS,7.0
log225_MusicFaceBook,arc,0.001,25.59,NEXUS,1.0
log225_MusicFaceBook,lirs,0.001,25.51,NEXUS,1.0
log225_MusicFaceBook,scanalecar,0.001,25.39,NEXUS,1.0
log225_MusicFaceBook,dlirs,0.001,25.08,NEXUS,1.0
log225_MusicFaceBook,lecar,0.001,24.01,NEXUS,5.0
log225_MusicFaceBook,lru,0.001,22.62,NEXUS,6.0
log225_MusicFaceBook,lfu,0.001,12.4,NEXUS,7.0
log225_MusicTwitter,arc,0.001,31.46,NEXUS,1.0
log225_MusicTwitter,lirs,0.001,31.32,NEXUS,1.0
log225_MusicTwitter,dlirs,0.001,31.15,NEXUS,1.0
log225_MusicTwitter,scanalecar,0.001,31.09,NEXUS,1.0
log225_MusicTwitter,lecar,0.001,30.65,NEXUS,1.0
log225_MusicTwitter,lru,0.001,29.55,NEXUS,6.0
log225_MusicTwitter,lfu,0.001,12.89,NEXUS,7.0
log230_MusicMessage,lirs,0.001,20.11,NEXUS,1.0
log230_MusicMessage,arc,0.001,20.08,NEXUS,1.0
log230_MusicMessage,scanalecar,0.001,19.43,NEXUS,1.0
log230_MusicMessage,dlirs,0.001,18.57,NEXUS,4.0
log230_MusicMessage,lecar,0.001,18.47,NEXUS,5.0
log230_MusicMessage,lru,0.001,14.51,NEXUS,6.0
log230_MusicMessage,lfu,0.001,6.94,NEXUS,7.0
log235_RadioFaceBook,lirs,0.001,19.83,NEXUS,1.0
log235_RadioFaceBook,arc,0.001,19.54,NEXUS,1.0
log235_RadioFaceBook,scanalecar,0.001,18.69,NEXUS,3.0
log235_RadioFaceBook,lecar,0.001,17.68,NEXUS,4.0
log235_RadioFaceBook,dlirs,0.001,17.21,NEXUS,5.0
log235_RadioFaceBook,lru,0.001,15.98,NEXUS,6.0
log235_RadioFaceBook,lfu,0.001,7.34,NEXUS,7.0
log240_RadioMessage,arc,0.001,27.09,NEXUS,1.0
log240_RadioMessage,lirs,0.001,27.01,NEXUS,1.0
log240_RadioMessage,scanalecar,0.001,25.89,NEXUS,1.0
log240_RadioMessage,lecar,0.001,24.43,NEXUS,4.0
log240_RadioMessage,dlirs,0.001,21.89,NEXUS,5.0
log240_RadioMessage,lru,0.001,19.19,NEXUS,6.0
log240_RadioMessage,lfu,0.001,8.82,NEXUS,7.0
log245_MusicFaceBook,arc,0.001,25.59,NEXUS,1.0
log245_MusicFaceBook,lirs,0.001,25.51,NEXUS,1.0
log245_MusicFaceBook,scanalecar,0.001,25.39,NEXUS,1.0
log245_MusicFaceBook,dlirs,0.001,25.08,NEXUS,1.0
log245_MusicFaceBook,lecar,0.001,24.01,NEXUS,5.0
log245_MusicFaceBook,lru,0.001,22.62,NEXUS,6.0
log245_MusicFaceBook,lfu,0.001,12.4,NEXUS,7.0
log250_RadioWebBrowse,arc,0.001,4.88,NEXUS,1.0
log250_RadioWebBrowse,dlirs,0.001,4.76,NEXUS,1.0
log250_RadioWebBrowse,scanalecar,0.001,4.76,NEXUS,1.0
log250_RadioWebBrowse,lirs,0.001,4.67,NEXUS,1.0
log250_RadioWebBrowse,lecar,0.001,4.47,NEXUS,4.0
log250_RadioWebBrowse,lru,0.001,4.23,NEXUS,5.0
log250_RadioWebBrowse,lfu,0.001,0.88,NEXUS,6.0
log260_FaceBookHandOuts,arc,0.001,31.62,NEXUS,1.0
log260_FaceBookHandOuts,lirs,0.001,31.52,NEXUS,1.0
log260_FaceBookHandOuts,scanalecar,0.001,30.83,NEXUS,1.0
log260_FaceBookHandOuts,dlirs,0.001,30.29,NEXUS,1.0
log260_FaceBookHandOuts,lecar,0.001,30.24,NEXUS,1.0
log260_FaceBookHandOuts,lru,0.001,28.69,NEXUS,6.0
log260_FaceBookHandOuts,lfu,0.001,9.41,NEXUS,7.0
log106_Messaging,arc,0.005,35.26,NEXUS,1.0
log106_Messaging,lirs,0.005,35.06,NEXUS,1.0
log106_Messaging,scanalecar,0.005,34.64,NEXUS,1.0
log106_Messaging,dlirs,0.005,34.56,NEXUS,1.0
log106_Messaging,lecar,0.005,32.81,NEXUS,5.0
log106_Messaging,lru,0.005,29.5,NEXUS,6.0
log106_Messaging,lfu,0.005,24.25,NEXUS,7.0
log111_email,scanalecar,0.005,8.15,NEXUS,1.0
log111_email,lirs,0.005,8.09,NEXUS,1.0
log111_email,arc,0.005,7.62,NEXUS,3.0
log111_email,dlirs,0.005,7.08,NEXUS,4.0
log111_email,lfu,0.005,6.74,NEXUS,5.0
log111_email,lecar,0.005,5.02,NEXUS,6.0
log111_email,lru,0.005,4.84,NEXUS,7.0
log121_Movie,lecar,0.005,0.1,NEXUS,1.0
log121_Movie,arc,0.005,0.09,NEXUS,2.0
log121_Movie,lru,0.005,0.08,NEXUS,3.0
log121_Movie,dlirs,0.005,0.06,NEXUS,4.0
log121_Movie,lirs,0.005,0.05,NEXUS,5.0
log121_Movie,scanalecar,0.005,0.03,NEXUS,6.0
log121_Movie,lfu,0.005,0.02,NEXUS,7.0
log125_copyHtoD,lfu,0.005,6.28,NEXUS,1.0
log125_copyHtoD,dlirs,0.005,6.2,NEXUS,1.0
log125_copyHtoD,arc,0.005,6.09,NEXUS,1.0
log125_copyHtoD,scanalecar,0.005,5.6,NEXUS,4.0
log125_copyHtoD,lirs,0.005,5.28,NEXUS,5.0
log125_copyHtoD,lru,0.005,5.1,NEXUS,6.0
log125_copyHtoD,lecar,0.005,4.92,NEXUS,7.0
log126_copyDtoH,arc,0.005,0.04,NEXUS,1.0
log126_copyDtoH,lru,0.005,0.03,NEXUS,2.0
log126_copyDtoH,lirs,0.005,0.03,NEXUS,2.0
log126_copyDtoH,lecar,0.005,0.03,NEXUS,2.0
log126_copyDtoH,dlirs,0.005,0.03,NEXUS,2.0
log126_copyDtoH,scanalecar,0.005,0.03,NEXUS,2.0
log126_copyDtoH,lfu,0.005,0.01,NEXUS,3.0
log131_music,dlirs,0.005,3.67,NEXUS,1.0
log131_music,arc,0.005,3.6,NEXUS,1.0
log131_music,scanalecar,0.005,3.53,NEXUS,1.0
log131_music,lirs,0.005,3.48,NEXUS,4.0
log131_music,lecar,0.005,3.07,NEXUS,5.0
log131_music,lru,0.005,2.97,NEXUS,6.0
log131_music,lfu,0.005,1.22,NEXUS,7.0
log132_radio,arc,0.005,9.44,NEXUS,1.0
log132_radio,dlirs,0.005,9.36,NEXUS,1.0
log132_radio,lecar,0.005,8.91,NEXUS,3.0
log132_radio,scanalecar,0.005,8.87,NEXUS,4.0
log132_radio,lru,0.005,8.23,NEXUS,5.0
log132_radio,lirs,0.005,7.75,NEXUS,6.0
log132_radio,lfu,0.005,2.65,NEXUS,7.0
log136_idle,arc,0.005,14.67,NEXUS,1.0
log136_idle,dlirs,0.005,14.44,NEXUS,1.0
log136_idle,lirs,0.005,14.09,NEXUS,1.0
log136_idle,scanalecar,0.005,14.03,NEXUS,1.0
log136_idle,lecar,0.005,12.83,NEXUS,5.0
log136_idle,lru,0.005,9.57,NEXUS,6.0
log136_idle,lfu,0.005,1.51,NEXUS,7.0
log146_callIn,arc,0.005,9.95,NEXUS,1.0
log146_callIn,scanalecar,0.005,9.39,NEXUS,2.0
log146_callIn,lirs,0.005,9.22,NEXUS,3.0
log146_callIn,dlirs,0.005,8.99,NEXUS,4.0
log146_callIn,lecar,0.005,8.78,NEXUS,5.0
log146_callIn,lru,0.005,8.59,NEXUS,6.0
log146_callIn,lfu,0.005,2.02,NEXUS,7.0
log147_callout,arc,0.005,10.71,NEXUS,1.0
log147_callout,scanalecar,0.005,10.14,NEXUS,2.0
log147_callout,lirs,0.005,9.93,NEXUS,3.0
log147_callout,dlirs,0.005,9.36,NEXUS,4.0
log147_callout,lecar,0.005,9.34,NEXUS,5.0
log147_callout,lru,0.005,9.11,NEXUS,6.0
log147_callout,lfu,0.005,3.73,NEXUS,7.0
log152_YouTube,scanalecar,0.005,10.31,NEXUS,1.0
log152_YouTube,arc,0.005,9.89,NEXUS,1.0
log152_YouTube,lirs,0.005,9.86,NEXUS,1.0
log152_YouTube,lecar,0.005,7.8,NEXUS,4.0
log152_YouTube,dlirs,0.005,5.8,NEXUS,5.0
log152_YouTube,lru,0.005,4.84,NEXUS,6.0
log152_YouTube,lfu,0.005,0.65,NEXUS,7.0
log156_download,dlirs,0.005,9.23,NEXUS,1.0
log156_download,arc,0.005,9.11,NEXUS,1.0
log156_download,lecar,0.005,8.94,NEXUS,1.0
log156_download,scanalecar,0.005,8.8,NEXUS,1.0
log156_download,lirs,0.005,8.65,NEXUS,5.0
log156_download,lru,0.005,8.29,NEXUS,6.0
log156_download,lfu,0.005,7.84,NEXUS,7.0
log161_cameraVideo,arc,0.005,0.49,NEXUS,1.0
log161_cameraVideo,lru,0.005,0.45,NEXUS,2.0
log161_cameraVideo,lirs,0.005,0.45,NEXUS,2.0
log161_cameraVideo,lecar,0.005,0.45,NEXUS,2.0
log161_cameraVideo,scanalecar,0.005,0.44,NEXUS,3.0
log161_cameraVideo,dlirs,0.005,0.42,NEXUS,4.0
log161_cameraVideo,lfu,0.005,0.34,NEXUS,5.0
log166_webBrowsing,arc,0.005,8.33,NEXUS,1.0
log166_webBrowsing,lirs,0.005,7.9,NEXUS,2.0
log166_webBrowsing,scanalecar,0.005,7.44,NEXUS,3.0
log166_webBrowsing,dlirs,0.005,7.0,NEXUS,4.0
log166_webBrowsing,lecar,0.005,6.79,NEXUS,5.0
log166_webBrowsing,lru,0.005,5.59,NEXUS,6.0
log166_webBrowsing,lfu,0.005,3.22,NEXUS,7.0
