traces,algorithm,cache_size,hit_rate,dataset,rank
madmax-110108-112108.15,lru,0.001,3.02,FIU,6.0
madmax-110108-112108.15,lfu,0.001,0.56,FIU,7.0
madmax-110108-112108.16,lecar,0.001,9.88,FIU,1.0
madmax-110108-112108.16,scanalecar,0.001,8.9,FIU,2.0
madmax-110108-112108.16,dlirs,0.001,8.52,FIU,3.0
madmax-110108-112108.16,arc,0.001,8.49,FIU,4.0
madmax-110108-112108.16,lirs,0.001,8.45,FIU,5.0
madmax-110108-112108.16,lru,0.001,3.64,FIU,6.0
madmax-110108-112108.16,lfu,0.001,0.72,FIU,7.0
madmax-110108-112108.17,lirs,0.001,9.1,FIU,1.0
madmax-110108-112108.17,scanalecar,0.001,8.87,FIU,1.0
madmax-110108-112108.17,lecar,0.001,8.79,FIU,1.0
madmax-110108-112108.17,arc,0.001,8.14,FIU,4.0
madmax-110108-112108.17,dlirs,0.001,7.88,FIU,5.0
madmax-110108-112108.17,lru,0.001,2.45,FIU,6.0
madmax-110108-112108.17,lfu,0.001,0.75,FIU,7.0
madmax-110108-112108.18,lecar,0.001,10.3,FIU,1.0
madmax-110108-112108.18,scanalecar,0.001,9.91,FIU,1.0
madmax-110108-112108.18,dlirs,0.001,8.76,FIU,3.0
madmax-110108-112108.18,lirs,0.001,5.62,FIU,4.0
madmax-110108-112108.18,arc,0.001,4.83,FIU,5.0
madmax-110108-112108.18,lru,0.001,1.96,FIU,6.0
madmax-110108-112108.18,lfu,0.001,0.13,FIU,7.0
madmax-110108-112108.19,scanalecar,0.001,10.82,FIU,1.0
madmax-110108-112108.19,lecar,0.001,9.61,FIU,2.0
madmax-110108-112108.19,lirs,0.001,5.15,FIU,3.0
madmax-110108-112108.19,dlirs,0.001,4.4,FIU,4.0
madmax-110108-112108.19,arc,0.001,4.28,FIU,5.0
madmax-110108-112108.19,lru,0.001,0.83,FIU,6.0
madmax-110108-112108.19,lfu,0.001,0.61,FIU,7.0
madmax-110108-112108.2,scanalecar,0.001,1.93,FIU,1.0
madmax-110108-112108.2,lirs,0.001,1.89,FIU,1.0
madmax-110108-112108.2,lecar,0.001,0.19,FIU,3.0
madmax-110108-112108.2,lru,0.001,0.0,FIU,4.0
madmax-110108-112108.2,lfu,0.001,0.0,FIU,4.0
madmax-110108-112108.2,dlirs,0.001,0.0,FIU,4.0
madmax-110108-112108.2,arc,0.001,0.0,FIU,4.0
madmax-110108-112108.20,lecar,0.001,8.98,FIU,1.0
madmax-110108-112108.20,scanalecar,0.001,7.87,FIU,2.0
madmax-110108-112108.20,lirs,0.001,4.57,FIU,3.0
madmax-110108-112108.20,dlirs,0.001,4.32,FIU,4.0
madmax-110108-112108.20,arc,0.001,3.95,FIU,5.0
madmax-110108-112108.20,lru,0.001,0.66,FIU,6.0
madmax-110108-112108.20,lfu,0.001,0.4,FIU,7.0
madmax-110108-112108.3,lirs,0.001,13.46,FIU,1.0
madmax-110108-112108.3,scanalecar,0.001,13.04,FIU,1.0
madmax-110108-112108.3,dlirs,0.001,12.64,FIU,3.0
madmax-110108-112108.3,lecar,0.001,11.75,FIU,4.0
madmax-110108-112108.3,lfu,0.001,9.27,FIU,5.0
madmax-110108-112108.3,arc,0.001,9.2,FIU,6.0
madmax-110108-112108.3,lru,0.001,2.15,FIU,7.0
madmax-110108-112108.4,lirs,0.001,9.04,FIU,1.0
madmax-110108-112108.4,scanalecar,0.001,8.08,FIU,2.0
madmax-110108-112108.4,dlirs,0.001,7.35,FIU,3.0
madmax-110108-112108.4,lfu,0.001,6.14,FIU,4.0
madmax-110108-112108.4,lecar,0.001,4.5,FIU,5.0
madmax-110108-112108.4,arc,0.001,4.0,FIU,6.0
madmax-110108-112108.4,lru,0.001,1.44,FIU,7.0
madmax-110108-112108.5,scanalecar,0.001,12.26,FIU,1.0
madmax-110108-112108.5,lecar,0.001,11.62,FIU,2.0
madmax-110108-112108.5,lirs,0.001,11.22,FIU,3.0
madmax-110108-112108.5,dlirs,0.001,10.42,FIU,4.0
madmax-110108-112108.5,arc,0.001,8.8,FIU,5.0
madmax-110108-112108.5,lfu,0.001,7.84,FIU,6.0
madmax-110108-112108.5,lru,0.001,2.93,FIU,7.0
madmax-110108-112108.6,lirs,0.001,7.88,FIU,1.0
madmax-110108-112108.6,scanalecar,0.001,7.72,FIU,1.0
madmax-110108-112108.6,lfu,0.001,6.47,FIU,3.0
madmax-110108-112108.6,lecar,0.001,6.15,FIU,4.0
madmax-110108-112108.6,dlirs,0.001,4.51,FIU,5.0
madmax-110108-112108.6,arc,0.001,4.47,FIU,6.0
madmax-110108-112108.6,lru,0.001,1.25,FIU,7.0
madmax-110108-112108.7,lecar,0.001,7.14,FIU,1.0
madmax-110108-112108.7,arc,0.001,6.7,FIU,2.0
madmax-110108-112108.7,lirs,0.001,6.66,FIU,3.0
madmax-110108-112108.7,scanalecar,0.001,6.62,FIU,4.0
madmax-110108-112108.7,dlirs,0.001,6.51,FIU,5.0
madmax-110108-112108.7,lru,0.001,4.3,FIU,6.0
madmax-110108-112108.7,lfu,0.001,0.22,FIU,7.0
madmax-110108-112108.8,scanalecar,0.001,10.76,FIU,1.0
madmax-110108-112108.8,lirs,0.001,10.43,FIU,1.0
madmax-110108-112108.8,lecar,0.001,9.98,FIU,3.0
madmax-110108-112108.8,dlirs,0.001,9.86,FIU,4.0
madmax-110108-112108.8,lfu,0.001,7.59,FIU,5.0
madmax-110108-112108.8,arc,0.001,5.63,FIU,6.0
madmax-110108-112108.8,lru,0.001,1.8,FIU,7.0
madmax-110108-112108.9,lirs,0.001,8.28,FIU,1.0
madmax-110108-112108.9,scanalecar,0.001,8.18,FIU,1.0
madmax-110108-112108.9,dlirs,0.001,8.05,FIU,1.0
madmax-110108-112108.9,lfu,0.001,6.98,FIU,4.0
madmax-110108-112108.9,lecar,0.001,6.56,FIU,5.0
madmax-110108-112108.9,arc,0.001,5.05,FIU,6.0
madmax-110108-112108.9,lru,0.001,1.4,FIU,7.0
online.cs.fiu.edu-110108-113008.1,lecar,0.001,19.05,FIU,1.0
online.cs.fiu.edu-110108-113008.1,scanalecar,0.001,18.99,FIU,1.0
online.cs.fiu.edu-110108-113008.1,arc,0.001,18.57,FIU,1.0
online.cs.fiu.edu-110108-113008.1,lirs,0.001,18.49,FIU,1.0
online.cs.fiu.edu-110108-113008.1,dlirs,0.001,18.49,FIU,1.0
online.cs.fiu.edu-110108-113008.1,lru,0.001,7.88,FIU,5.0
online.cs.fiu.edu-110108-113008.1,lfu,0.001,0.13,FIU,6.0
online.cs.fiu.edu-110108-113008.10,scanalecar,0.001,17.18,FIU,1.0
online.cs.fiu.edu-110108-113008.10,lirs,0.001,16.13,FIU,2.0
online.cs.fiu.edu-110108-113008.10,arc,0.001,15.64,FIU,3.0
online.cs.fiu.edu-110108-113008.10,lecar,0.001,15.26,FIU,4.0
online.cs.fiu.edu-110108-113008.10,dlirs,0.001,13.01,FIU,5.0
online.cs.fiu.edu-110108-113008.10,lru,0.001,5.37,FIU,6.0
online.cs.fiu.edu-110108-113008.10,lfu,0.001,0.14,FIU,7.0
online.cs.fiu.edu-110108-113008.11,lecar,0.001,17.47,FIU,1.0
online.cs.fiu.edu-110108-113008.11,lirs,0.001,17.27,FIU,1.0
online.cs.fiu.edu-110108-113008.11,arc,0.001,17.23,FIU,1.0
online.cs.fiu.edu-110108-113008.11,scanalecar,0.001,16.65,FIU,1.0
online.cs.fiu.edu-110108-113008.11,dlirs,0.001,16.16,FIU,5.0
online.cs.fiu.edu-110108-113008.11,lru,0.001,8.66,FIU,6.0
online.cs.fiu.edu-110108-113008.11,lfu,0.001,6.13,FIU,7.0
online.cs.fiu.edu-110108-113008.12,lecar,0.001,8.49,FIU,1.0
online.cs.fiu.edu-110108-113008.12,arc,0.001,7.72,FIU,2.0
online.cs.fiu.edu-110108-113008.12,scanalecar,0.001,7.52,FIU,3.0
online.cs.fiu.edu-110108-113008.12,lirs,0.001,7.47,FIU,4.0
online.cs.fiu.edu-110108-113008.12,dlirs,0.001,7.25,FIU,5.0
online.cs.fiu.edu-110108-113008.12,lru,0.001,5.49,FIU,6.0
online.cs.fiu.edu-110108-113008.12,lfu,0.001,0.62,FIU,7.0
online.cs.fiu.edu-110108-113008.13,lecar,0.001,18.29,FIU,1.0
online.cs.fiu.edu-110108-113008.13,scanalecar,0.001,17.75,FIU,1.0
online.cs.fiu.edu-110108-113008.13,lirs,0.001,17.53,FIU,1.0
online.cs.fiu.edu-110108-113008.13,arc,0.001,17.51,FIU,1.0
online.cs.fiu.edu-110108-113008.13,dlirs,0.001,17.33,FIU,5.0
online.cs.fiu.edu-110108-113008.13,lru,0.001,8.45,FIU,6.0
online.cs.fiu.edu-110108-113008.13,lfu,0.001,0.16,FIU,7.0
online.cs.fiu.edu-110108-113008.14,lecar,0.001,19.13,FIU,1.0
online.cs.fiu.edu-110108-113008.14,lirs,0.001,18.5,FIU,1.0
online.cs.fiu.edu-110108-113008.14,arc,0.001,18.48,FIU,1.0
online.cs.fiu.edu-110108-113008.14,scanalecar,0.001,18.18,FIU,1.0
online.cs.fiu.edu-110108-113008.14,dlirs,0.001,17.68,FIU,5.0
online.cs.fiu.edu-110108-113008.14,lru,0.001,9.24,FIU,6.0
online.cs.fiu.edu-110108-113008.14,lfu,0.001,1.44,FIU,7.0
online.cs.fiu.edu-110108-113008.15,lecar,0.001,16.46,FIU,1.0
online.cs.fiu.edu-110108-113008.15,scanalecar,0.001,15.65,FIU,1.0
online.cs.fiu.edu-110108-113008.15,dlirs,0.001,15.34,FIU,3.0
online.cs.fiu.edu-110108-113008.15,arc,0.001,15.3,FIU,4.0
online.cs.fiu.edu-110108-113008.15,lirs,0.001,15.28,FIU,5.0
online.cs.fiu.edu-110108-113008.15,lru,0.001,9.5,FIU,6.0
online.cs.fiu.edu-110108-113008.15,lfu,0.001,0.22,FIU,7.0
online.cs.fiu.edu-110108-113008.16,lecar,0.001,12.09,FIU,1.0
online.cs.fiu.edu-110108-113008.16,scanalecar,0.001,11.74,FIU,1.0
online.cs.fiu.edu-110108-113008.16,arc,0.001,11.53,FIU,1.0
online.cs.fiu.edu-110108-113008.16,lirs,0.001,11.43,FIU,4.0
online.cs.fiu.edu-110108-113008.16,dlirs,0.001,11.21,FIU,5.0
online.cs.fiu.edu-110108-113008.16,lru,0.001,6.64,FIU,6.0
online.cs.fiu.edu-110108-113008.16,lfu,0.001,0.46,FIU,7.0
online.cs.fiu.edu-110108-113008.17,lecar,0.001,16.41,FIU,1.0
online.cs.fiu.edu-110108-113008.17,scanalecar,0.001,16.15,FIU,1.0
online.cs.fiu.edu-110108-113008.17,lirs,0.001,15.96,FIU,1.0
online.cs.fiu.edu-110108-113008.17,arc,0.001,15.71,FIU,1.0
online.cs.fiu.edu-110108-113008.17,dlirs,0.001,15.45,FIU,5.0
online.cs.fiu.edu-110108-113008.17,lru,0.001,9.31,FIU,6.0
online.cs.fiu.edu-110108-113008.17,lfu,0.001,8.55,FIU,7.0
online.cs.fiu.edu-110108-113008.18,lirs,0.001,19.6,FIU,1.0
online.cs.fiu.edu-110108-113008.18,scanalecar,0.001,19.31,FIU,1.0
online.cs.fiu.edu-110108-113008.18,lecar,0.001,19.14,FIU,1.0
online.cs.fiu.edu-110108-113008.18,arc,0.001,18.36,FIU,4.0
online.cs.fiu.edu-110108-113008.18,dlirs,0.001,18.32,FIU,5.0
online.cs.fiu.edu-110108-113008.18,lru,0.001,6.51,FIU,6.0
online.cs.fiu.edu-110108-113008.18,lfu,0.001,2.93,FIU,7.0
online.cs.fiu.edu-110108-113008.19,lecar,0.001,18.82,FIU,1.0
online.cs.fiu.edu-110108-113008.19,scanalecar,0.001,18.56,FIU,1.0
online.cs.fiu.edu-110108-113008.19,lirs,0.001,18.23,FIU,1.0
online.cs.fiu.edu-110108-113008.19,arc,0.001,18.1,FIU,1.0
online.cs.fiu.edu-110108-113008.19,dlirs,0.001,17.86,FIU,5.0
online.cs.fiu.edu-110108-113008.19,lru,0.001,9.17,FIU,6.0
online.cs.fiu.edu-110108-113008.19,lfu,0.001,0.78,FIU,7.0
online.cs.fiu.edu-110108-113008.2,lecar,0.001,13.38,FIU,1.0
online.cs.fiu.edu-110108-113008.2,scanalecar,0.001,13.02,FIU,1.0
online.cs.fiu.edu-110108-113008.2,lirs,0.001,12.72,FIU,1.0
online.cs.fiu.edu-110108-113008.2,arc,0.001,12.38,FIU,4.0
online.cs.fiu.edu-110108-113008.2,dlirs,0.001,12.29,FIU,5.0
online.cs.fiu.edu-110108-113008.2,lru,0.001,7.41,FIU,6.0
online.cs.fiu.edu-110108-113008.2,lfu,0.001,2.39,FIU,7.0
online.cs.fiu.edu-110108-113008.20,lecar,0.001,18.58,FIU,1.0
online.cs.fiu.edu-110108-113008.20,scanalecar,0.001,18.33,FIU,1.0
online.cs.fiu.edu-110108-113008.20,dlirs,0.001,17.8,FIU,1.0
online.cs.fiu.edu-110108-113008.20,lirs,0.001,17.69,FIU,1.0
online.cs.fiu.edu-110108-113008.20,arc,0.001,17.69,FIU,1.0
online.cs.fiu.edu-110108-113008.20,lru,0.001,9.97,FIU,5.0
online.cs.fiu.edu-110108-113008.20,lfu,0.001,3.7,FIU,6.0
online.cs.fiu.edu-110108-113008.3,lecar,0.001,16.32,FIU,1.0
online.cs.fiu.edu-110108-113008.3,scanalecar,0.001,15.57,FIU,1.0
online.cs.fiu.edu-110108-113008.3,arc,0.001,15.38,FIU,3.0
online.cs.fiu.edu-110108-113008.3,lirs,0.001,15.36,FIU,4.0
online.cs.fiu.edu-110108-113008.3,dlirs,0.001,15.13,FIU,5.0
online.cs.fiu.edu-110108-113008.3,lru,0.001,9.03,FIU,6.0
online.cs.fiu.edu-110108-113008.3,lfu,0.001,0.95,FIU,7.0
online.cs.fiu.edu-110108-113008.4,lecar,0.001,19.03,FIU,1.0
online.cs.fiu.edu-110108-113008.4,scanalecar,0.001,18.86,FIU,1.0
online.cs.fiu.edu-110108-113008.4,dlirs,0.001,18.51,FIU,1.0
online.cs.fiu.edu-110108-113008.4,arc,0.001,18.38,FIU,1.0
online.cs.fiu.edu-110108-113008.4,lirs,0.001,17.88,FIU,5.0
online.cs.fiu.edu-110108-113008.4,lru,0.001,7.18,FIU,6.0
online.cs.fiu.edu-110108-113008.4,lfu,0.001,0.13,FIU,7.0
online.cs.fiu.edu-110108-113008.5,lirs,0.001,20.46,FIU,1.0
online.cs.fiu.edu-110108-113008.5,scanalecar,0.001,20.2,FIU,1.0
online.cs.fiu.edu-110108-113008.5,lecar,0.001,19.72,FIU,1.0
online.cs.fiu.edu-110108-113008.5,arc,0.001,19.69,FIU,1.0
online.cs.fiu.edu-110108-113008.5,dlirs,0.001,19.19,FIU,5.0
online.cs.fiu.edu-110108-113008.5,lru,0.001,7.28,FIU,6.0
online.cs.fiu.edu-110108-113008.5,lfu,0.001,7.22,FIU,7.0
online.cs.fiu.edu-110108-113008.6,lirs,0.001,19.91,FIU,1.0
online.cs.fiu.edu-110108-113008.6,arc,0.001,19.15,FIU,1.0
online.cs.fiu.edu-110108-113008.6,scanalecar,0.001,18.91,FIU,3.0
online.cs.fiu.edu-110108-113008.6,lecar,0.001,18.84,FIU,4.0
online.cs.fiu.edu-110108-113008.6,dlirs,0.001,18.35,FIU,5.0
online.cs.fiu.edu-110108-113008.6,lru,0.001,7.83,FIU,6.0
online.cs.fiu.edu-110108-113008.6,lfu,0.001,7.58,FIU,7.0
online.cs.fiu.edu-110108-113008.7,lecar,0.001,17.75,FIU,1.0
online.cs.fiu.edu-110108-113008.7,scanalecar,0.001,17.63,FIU,1.0
online.cs.fiu.edu-110108-113008.7,dlirs,0.001,16.69,FIU,3.0
online.cs.fiu.edu-110108-113008.7,lirs,0.001,16.65,FIU,4.0
online.cs.fiu.edu-110108-113008.7,arc,0.001,16.58,FIU,5.0
online.cs.fiu.edu-110108-113008.7,lru,0.001,9.57,FIU,6.0
online.cs.fiu.edu-110108-113008.7,lfu,0.001,6.98,FIU,7.0
online.cs.fiu.edu-110108-113008.8,lecar,0.001,16.2,FIU,1.0
online.cs.fiu.edu-110108-113008.8,scanalecar,0.001,15.5,FIU,1.0
online.cs.fiu.edu-110108-113008.8,lirs,0.001,15.49,FIU,1.0
online.cs.fiu.edu-110108-113008.8,arc,0.001,15.29,FIU,4.0
online.cs.fiu.edu-110108-113008.8,dlirs,0.001,14.99,FIU,5.0
online.cs.fiu.edu-110108-113008.8,lru,0.001,6.48,FIU,6.0
online.cs.fiu.edu-110108-113008.8,lfu,0.001,0.17,FIU,7.0
online.cs.fiu.edu-110108-113008.9,lecar,0.001,10.44,FIU,1.0
online.cs.fiu.edu-110108-113008.9,scanalecar,0.001,9.79,FIU,2.0
online.cs.fiu.edu-110108-113008.9,arc,0.001,9.53,FIU,3.0
online.cs.fiu.edu-110108-113008.9,lirs,0.001,9.43,FIU,4.0
online.cs.fiu.edu-110108-113008.9,dlirs,0.001,8.99,FIU,5.0
online.cs.fiu.edu-110108-113008.9,lru,0.001,5.85,FIU,6.0
online.cs.fiu.edu-110108-113008.9,lfu,0.001,0.92,FIU,7.0
topgun-110108-112108.1,lirs,0.001,21.32,FIU,1.0
topgun-110108-112108.1,arc,0.001,21.18,FIU,1.0
topgun-110108-112108.1,scanalecar,0.001,19.63,FIU,3.0
topgun-110108-112108.1,dlirs,0.001,17.89,FIU,4.0
topgun-110108-112108.1,lecar,0.001,16.6,FIU,5.0
topgun-110108-112108.1,lru,0.001,5.18,FIU,6.0
topgun-110108-112108.1,lfu,0.001,1.59,FIU,7.0
topgun-110108-112108.10,scanalecar,0.001,15.89,FIU,1.0
topgun-110108-112108.10,lirs,0.001,15.21,FIU,1.0
topgun-110108-112108.10,lecar,0.001,15.08,FIU,3.0
topgun-110108-112108.10,dlirs,0.001,14.79,FIU,4.0
topgun-110108-112108.10,arc,0.001,14.52,FIU,5.0
topgun-110108-112108.10,lru,0.001,8.16,FIU,6.0
topgun-110108-112108.10,lfu,0.001,3.85,FIU,7.0
topgun-110108-112108.11,lirs,0.001,25.61,FIU,1.0
topgun-110108-112108.11,arc,0.001,25.13,FIU,1.0
topgun-110108-112108.11,scanalecar,0.001,24.8,FIU,1.0
topgun-110108-112108.11,lecar,0.001,24.29,FIU,4.0
topgun-110108-112108.11,dlirs,0.001,22.31,FIU,5.0
topgun-110108-112108.11,lru,0.001,6.59,FIU,6.0
topgun-110108-112108.11,lfu,0.001,2.17,FIU,7.0
topgun-110108-112108.12,lirs,0.001,22.64,FIU,1.0
topgun-110108-112108.12,arc,0.001,22.43,FIU,1.0
topgun-110108-112108.12,scanalecar,0.001,21.85,FIU,1.0
topgun-110108-112108.12,lecar,0.001,19.34,FIU,4.0
topgun-110108-112108.12,dlirs,0.001,18.29,FIU,5.0
topgun-110108-112108.12,lru,0.001,6.87,FIU,6.0
topgun-110108-112108.12,lfu,0.001,2.91,FIU,7.0
topgun-110108-112108.13,lecar,0.001,18.96,FIU,1.0
topgun-110108-112108.13,lirs,0.001,17.88,FIU,2.0
topgun-110108-112108.13,scanalecar,0.001,17.82,FIU,3.0
topgun-110108-112108.13,arc,0.001,13.45,FIU,4.0
topgun-110108-112108.13,dlirs,0.001,10.01,FIU,5.0
topgun-110108-112108.13,lru,0.001,3.15,FIU,6.0
topgun-110108-112108.13,lfu,0.001,1.95,FIU,7.0
topgun-110108-112108.14,lirs,0.001,18.9,FIU,1.0
topgun-110108-112108.14,lecar,0.001,18.72,FIU,1.0
topgun-110108-112108.14,scanalecar,0.001,18.67,FIU,1.0
topgun-110108-112108.14,arc,0.001,15.01,FIU,4.0
topgun-110108-112108.14,dlirs,0.001,10.01,FIU,5.0
topgun-110108-112108.14,lfu,0.001,5.91,FIU,6.0
topgun-110108-112108.14,lru,0.001,3.47,FIU,7.0
topgun-110108-112108.15,lirs,0.001,16.71,FIU,1.0
topgun-110108-112108.15,arc,0.001,16.57,FIU,1.0
topgun-110108-112108.15,scanalecar,0.001,15.52,FIU,3.0
topgun-110108-112108.15,lecar,0.001,13.26,FIU,4.0
topgun-110108-112108.15,dlirs,0.001,13.05,FIU,5.0
topgun-110108-112108.15,lru,0.001,5.38,FIU,6.0
topgun-110108-112108.15,lfu,0.001,2.15,FIU,7.0
topgun-110108-112108.16,scanalecar,0.001,18.03,FIU,1.0
topgun-110108-112108.16,lirs,0.001,17.83,FIU,1.0
topgun-110108-112108.16,arc,0.001,17.78,FIU,1.0
topgun-110108-112108.16,lecar,0.001,15.32,FIU,4.0
topgun-110108-112108.16,dlirs,0.001,14.42,FIU,5.0
topgun-110108-112108.16,lru,0.001,5.64,FIU,6.0
topgun-110108-112108.16,lfu,0.001,2.81,FIU,7.0
topgun-110108-112108.17,scanalecar,0.001,21.43,FIU,1.0
topgun-110108-112108.17,lirs,0.001,21.34,FIU,1.0
topgun-110108-112108.17,lecar,0.001,21.14,FIU,1.0
topgun-110108-112108.17,arc,0.001,19.92,FIU,4.0
topgun-110108-112108.17,dlirs,0.001,10.06,FIU,5.0
topgun-110108-112108.17,lfu,0.001,4.99,FIU,6.0
topgun-110108-112108.17,lru,0.001,4.41,FIU,7.0
topgun-110108-112108.18,lirs,0.001,15.12,FIU,1.0
topgun-110108-112108.18,scanalecar,0.001,14.96,FIU,1.0
topgun-110108-112108.18,arc,0.001,14.76,FIU,1.0
topgun-110108-112108.18,lecar,0.001,13.17,FIU,4.0
topgun-110108-112108.18,dlirs,0.001,12.97,FIU,5.0
topgun-110108-112108.18,lru,0.001,7.04,FIU,6.0
topgun-110108-112108.18,lfu,0.001,3.15,FIU,7.0
topgun-110108-112108.19,lirs,0.001,19.79,FIU,1.0
topgun-110108-112108.19,arc,0.001,19.68,FIU,1.0
topgun-110108-112108.19,scanalecar,0.001,19.45,FIU,1.0
topgun-110108-112108.19,lecar,0.001,18.84,FIU,1.0
topgun-110108-112108.19,dlirs,0.001,15.83,FIU,5.0
topgun-110108-112108.19,lru,0.001,6.1,FIU,6.0
topgun-110108-112108.19,lfu,0.001,2.5,FIU,7.0
topgun-110108-112108.2,scanalecar,0.001,27.28,FIU,1.0
topgun-110108-112108.2,lirs,0.001,27.26,FIU,1.0
topgun-110108-112108.2,arc,0.001,27.13,FIU,1.0
topgun-110108-112108.2,dlirs,0.001,25.66,FIU,4.0
topgun-110108-112108.2,lecar,0.001,25.2,FIU,5.0
topgun-110108-112108.2,lfu,0.001,16.19,FIU,6.0
topgun-110108-112108.2,lru,0.001,13.04,FIU,7.0
topgun-110108-112108.20,scanalecar,0.001,20.3,FIU,1.0
topgun-110108-112108.20,lirs,0.001,20.2,FIU,1.0
topgun-110108-112108.20,lecar,0.001,19.21,FIU,3.0
topgun-110108-112108.20,arc,0.001,14.04,FIU,4.0
topgun-110108-112108.20,dlirs,0.001,10.45,FIU,5.0
topgun-110108-112108.20,lru,0.001,3.21,FIU,6.0
topgun-110108-112108.20,lfu,0.001,0.19,FIU,7.0
topgun-110108-112108.3,lirs,0.001,5.17,FIU,1.0
topgun-110108-112108.3,arc,0.001,5.13,FIU,1.0
topgun-110108-112108.3,scanalecar,0.001,5.07,FIU,1.0
topgun-110108-112108.3,dlirs,0.001,4.96,FIU,1.0
topgun-110108-112108.3,lecar,0.001,4.52,FIU,5.0
topgun-110108-112108.3,lru,0.001,2.98,FIU,6.0
topgun-110108-112108.3,lfu,0.001,0.58,FIU,7.0
topgun-110108-112108.4,lirs,0.001,23.89,FIU,1.0
topgun-110108-112108.4,arc,0.001,23.37,FIU,1.0
topgun-110108-112108.4,scanalecar,0.001,22.52,FIU,3.0
topgun-110108-112108.4,lecar,0.001,20.54,FIU,4.0
topgun-110108-112108.4,dlirs,0.001,19.67,FIU,5.0
topgun-110108-112108.4,lru,0.001,7.99,FIU,6.0
topgun-110108-112108.4,lfu,0.001,2.2,FIU,7.0
topgun-110108-112108.5,lirs,0.001,25.87,FIU,1.0
topgun-110108-112108.5,arc,0.001,25.6,FIU,1.0
topgun-110108-112108.5,scanalecar,0.001,24.63,FIU,1.0
topgun-110108-112108.5,dlirs,0.001,23.45,FIU,4.0
topgun-110108-112108.5,lecar,0.001,22.82,FIU,5.0
topgun-110108-112108.5,lru,0.001,9.94,FIU,6.0
topgun-110108-112108.5,lfu,0.001,3.7,FIU,7.0
topgun-110108-112108.6,lirs,0.001,31.06,FIU,1.0
topgun-110108-112108.6,arc,0.001,30.91,FIU,1.0
topgun-110108-112108.6,scanalecar,0.001,29.88,FIU,1.0
topgun-110108-112108.6,lecar,0.001,29.6,FIU,1.0
topgun-110108-112108.6,dlirs,0.001,27.62,FIU,5.0
topgun-110108-112108.6,lfu,0.001,16.74,FIU,6.0
topgun-110108-112108.6,lru,0.001,10.23,FIU,7.0
topgun-110108-112108.7,dlirs,0.001,24.44,FIU,1.0
topgun-110108-112108.7,scanalecar,0.001,24.39,FIU,1.0
topgun-110108-112108.7,arc,0.001,24.28,FIU,1.0
topgun-110108-112108.7,lirs,0.001,24.19,FIU,1.0
topgun-110108-112108.7,lecar,0.001,24.0,FIU,1.0
topgun-110108-112108.7,lru,0.001,20.14,FIU,6.0
topgun-110108-112108.7,lfu,0.001,3.03,FIU,7.0
topgun-110108-112108.8,lecar,0.001,14.01,FIU,1.0
topgun-110108-112108.8,scanalecar,0.001,13.66,FIU,1.0
topgun-110108-112108.8,lirs,0.001,13.47,FIU,1.0
topgun-110108-112108.8,dlirs,0.001,13.23,FIU,4.0
topgun-110108-112108.8,arc,0.001,13.0,FIU,5.0
topgun-110108-112108.8,lru,0.001,7.82,FIU,6.0
topgun-110108-112108.8,lfu,0.001,4.6,FIU,7.0
topgun-110108-112108.9,scanalecar,0.001,14.52,FIU,1.0
topgun-110108-112108.9,lirs,0.001,13.74,FIU,2.0
topgun-110108-112108.9,lecar,0.001,13.35,FIU,3.0
topgun-110108-112108.9,dlirs,0.001,13.06,FIU,4.0
topgun-110108-112108.9,arc,0.001,12.81,FIU,5.0
topgun-110108-112108.9,lru,0.001,8.82,FIU,6.0
topgun-110108-112108.9,lfu,0.001,3.7,FIU,7.0
webmail+online.cs.fiu.edu-110108-113008.1,scanalecar,0.001,18.42,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.1,lirs,0.001,18.1,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.1,arc,0.001,17.13,FIU,3.0
webmail+online.cs.fiu.edu-110108-113008.1,lecar,0.001,16.91,FIU,4.0
webmail+online.cs.fiu.edu-110108-113008.1,dlirs,0.001,15.87,FIU,5.0
webmail+online.cs.fiu.edu-110108-113008.1,lru,0.001,8.51,FIU,6.0
webmail+online.cs.fiu.edu-110108-113008.1,lfu,0.001,7.73,FIU,7.0
webmail+online.cs.fiu.edu-110108-113008.10,lirs,0.001,11.7,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.10,scanalecar,0.001,11.66,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.10,arc,0.001,11.56,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.10,lecar,0.001,8.8,FIU,4.0
webmail+online.cs.fiu.edu-110108-113008.10,dlirs,0.001,5.23,FIU,5.0
webmail+online.cs.fiu.edu-110108-113008.10,lru,0.001,2.16,FIU,6.0
webmail+online.cs.fiu.edu-110108-113008.10,lfu,0.001,0.54,FIU,7.0
webmail+online.cs.fiu.edu-110108-113008.11,scanalecar,0.001,18.88,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.11,lirs,0.001,18.33,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.11,arc,0.001,18.05,FIU,1.0
webmail+online.cs.fiu.edu-110108-113008.11,lecar,0.001,16.32,FIU,4.0
webmail+online.cs.fiu.edu-110108-113008.11,dlirs,0.001,16.26,FIU,5.0
